0.94	0.16154522
0.915	0.22863206
0.92333335	0.20665117
0.9225	0.19529074
0.922	0.17109413
0.9166667	0.2201323
0.91571426	0.19398619
0.9175	0.1692007
0.9177778	0.19716129
0.918	0.17016684
0.9190909	0.13516891
0.92083335	0.15894075
0.92230767	0.19038324
0.92	0.21363258
0.92	0.13480935
0.919375	0.16674319
0.9211765	0.14386119
0.91944444	0.20446694
0.91894734	0.17972597
0.919	0.15438767
0.91952384	0.22145903
0.92227274	0.10907377
0.9221739	0.16953161
0.9241667	0.096544296
0.924	0.19731584
0.92346156	0.1644706
0.92296296	0.19726399
0.9235714	0.12924002
0.92448276	0.14493744
0.924	0.17287187
0.923871	0.19245636
0.9246875	0.19298491
0.9227273	0.27135742
0.92294115	0.14474604
0.9237143	0.14049174
0.9236111	0.21700647
0.9237838	0.15732469
0.92421055	0.16241607
0.9238461	0.18723068
0.92325	0.19049259
0.92317075	0.24733883
0.92285717	0.20938323
0.9227907	0.14430247
0.92227274	0.25283408
0.922	0.24343187
0.9223913	0.14519411
0.9229787	0.15991668
0.92354167	0.1682097
0.92367345	0.19166523
0.923	0.31594056
0.9235294	0.17440966
0.92346156	0.21892506
0.9230189	0.17457852
0.92314816	0.15818593
0.92309093	0.15700008
0.9225	0.22563875
0.92210525	0.24098513
0.92241377	0.13181137
0.92220336	0.21471263
0.9216667	0.23161502
0.9216393	0.19666374
0.9217742	0.15616728
0.921746	0.20278051
0.9217188	0.21266331
0.92138463	0.26393473
0.9219697	0.122782744
0.9222388	0.1604225
0.9227941	0.104345895
0.9230435	0.18733875
0.92285717	0.24365835
0.922676	0.20020778
0.92236114	0.22566637
0.92315066	0.09462275
0.92256755	0.18902749
0.9224	0.25235212
0.92210525	0.21757168
0.9225974	0.113065474
0.9225641	0.17450143
0.92316455	0.13063294
0.923375	0.16788824
0.9234568	0.22449468
0.92365855	0.15237418
0.9239759	0.12561056
0.9235714	0.21854307
0.9241176	0.1179309
0.92453486	0.10537113
0.92436785	0.21433859
0.92386365	0.23700134
0.92370784	0.29342112
0.92344445	0.25247112
0.9232967	0.21639036
0.92315215	0.19018318
0.92333335	0.13227396
0.9230851	0.2568772
0.9231579	0.17396057
0.92333335	0.14774433
0.9234021	0.12372723
0.9232653	0.21625084
0.9238384	0.16119055
0.9233	0.28125924
0.9230693	0.19070052
0.922549	0.21940322
0.922233	0.22676344
0.92230767	0.20647451
0.92209524	0.23411848
0.92198116	0.17319298
0.92093456	0.3261524
0.9207407	0.2649351
0.9211009	0.11090543
0.9209091	0.27243984
0.9209009	0.20600073
0.9211607	0.10963953
0.92123896	0.16093937
0.9211404	0.21496037
0.9209565	0.24533038
0.92068964	0.21762703
0.92025644	0.25398436
0.92025423	0.24056526
0.92058825	0.12465932
0.9201667	0.28145593
0.92	0.16833805
0.920082	0.19204795
0.9200813	0.19152054
0.9198387	0.20079826
0.91984	0.17679062
0.92007935	0.1314544
0.9199213	0.24793798
0.9200781	0.20116737
0.9199225	0.25598785
0.91992307	0.18408161
0.91969466	0.26291725
0.91992426	0.17383453
0.92022556	0.13492633
0.920597	0.16722707
0.9205185	0.24869181
0.92080885	0.15118296
0.92072994	0.2072547
0.9208696	0.17042373
0.9209353	0.16543089
0.9210714	0.1721817
0.92127657	0.22685085
0.921338	0.16798835
0.92125875	0.22105141
0.92118055	0.18195923
0.92089653	0.23765387
0.9209589	0.12795697
0.9206122	0.2502938
0.9204054	0.2272256
0.9202685	0.20680548
0.92046666	0.17690107
0.92013246	0.3192955
0.92013156	0.17308182
0.9201307	0.166058
0.92	0.19658688
0.9194839	0.34096515
0.91955125	0.20329522
0.9198089	0.09993921
0.9199367	0.13978912
0.9198742	0.25036344
0.9199375	0.14933868
0.92012423	0.17219019
0.9198765	0.28842434
0.9197546	0.19462828
0.9198171	0.19743
0.92006063	0.13789982
0.9200602	0.18011826
0.92	0.17007762
0.9200595	0.16624014
0.92029583	0.118038215
0.9202353	0.1761491
0.9202339	0.17703487
